id,redemption_status
3,0.06575542706996708
4,0.0027489663293380137
5,0.12600342294291628
8,0.0015341002148125575
10,0.0011154750303098767
12,0.0019077281606842517
13,0.007850936203938034
16,0.002189629486171481
18,0.0025923951612054335
31,0.006570355011451136
36,0.007687762508428678
37,0.000999118646067705
38,0.005865945850590703
40,0.0006355795961674388
41,0.00048617984884790906
44,0.011251383745913725
47,0.021085776211432018
49,0.0025707783280790415
50,0.0020739181534489676
53,0.0015894722659093585
57,0.0012291736809507455
59,0.0009961866957864229
60,0.016473937899736536
64,0.000671248958709049
67,0.0004796303214013726
68,0.0009411192170836845
70,0.007120944795570676
73,0.003184630797280198
76,0.0007434924822820472
78,0.0010156645512115793
81,0.011587747727119915
87,0.0006166595438678764
89,0.001494569798676075
94,0.0009815133429679995
96,0.005174745855229063
98,0.022991178133591316
100,0.0026636057167208843
105,0.0050595312112393254
108,0.0047885703768090395
109,0.0006376519568313712
111,0.0009664881365851542
112,0.009688777227541256
114,0.036398200470125784
116,0.003997057399059895
119,0.020578643335800752
120,0.0006603498998010297
126,0.001405146530050088
127,0.0017304571305673242
128,0.0004646520716436515
132,0.00033328889967428743
133,0.0006040585051534843
138,0.0005232887681298288
140,0.010106430953791885
143,0.004560116175641062
145,0.005726573735864686
147,0.004308563990701185
148,0.00047734991531406696
149,0.0428481566907683
150,0.005831343960280106
153,0.0012872830531151104
157,0.0007050299324910017
162,0.001933531902658605
163,0.0003201982090681037
166,0.0005331096828513546
168,0.011858144342040605
173,0.011460436099017639
174,0.0005603683468893825
175,0.0028251560674828926
177,0.02378932704057677
178,0.002014903924735556
185,0.0006923224703743517
189,0.006619077002193735
190,0.0004879494202249204
191,0.0003007234509400494
199,0.15158809346845067
201,0.008317693722750067
203,0.0011342622508193887
204,0.011495919718675038
210,0.029060329685534177
211,0.0003716239893815432
212,0.0018658308777890474
216,0.0008103099004370994
223,0.021477695229859244
226,0.048135464671028194
227,0.04585167700225373
229,0.010421192034047042
232,0.0004216942802611124
234,0.000996571310225591
235,0.00032255056798636704
236,0.011619092254577799
237,0.002131278159259402
244,0.000489976935575289
245,0.0016338449324909835
246,0.03342804296063017
248,0.0006332750539288382
249,0.03219290280814583
251,0.005352603553552268
252,0.0021605492401828397
253,0.008170747044965542
256,0.001031146251353136
257,0.0010566784748322863
258,0.0006918005684826689
263,0.0033455356816142106
268,0.007431500013072187
271,0.0005525236064172143
272,0.011682217288006738
274,0.002959225286227023
276,0.0009366199834530541
278,0.0005576862507971254
280,0.00935967769455862
281,0.0012097371455514325
285,0.0021582530363532765
288,0.001964668327688074
289,0.003110245007574613
294,0.0003344935218898571
296,0.06066035199272709
297,0.0009171012559931167
300,0.00042924081087342375
302,0.011695470052844846
303,0.0016336853041079057
310,0.001187867669717585
311,0.009559578748295616
312,0.0004152470104252457
314,0.0011433998712418489
315,0.002325048938339838
319,0.001342082154323233
323,0.0024966181920898687
324,0.03778615166305555
327,0.0127176451921983
333,0.0009587626788076096
334,0.00032649766343732686
338,0.0014275953825361467
339,0.0016134071272552546
340,0.0026612884335731695
341,0.007536051711759369
344,0.012721154238712284
348,0.004266800101987685
349,0.040052810088894525
350,0.005294133928688632
354,0.006169668739281736
358,0.0011599863599303939
364,0.0011811982629301968
373,0.0005952148668233165
375,0.02606165232074424
376,0.009504405029267596
377,0.0030865165278272594
379,0.0003470839469576629
381,0.002019350482784009
382,0.006854058585869457
388,0.00035405426790490006
390,0.01223036613180733
394,0.0007231549378390317
396,0.0021982227746563097
399,0.002718180248270951
402,0.0003861658040690011
405,0.001754748381134689
408,0.0013244094043055278
409,0.007209103067089757
414,0.0004879294508323584
415,0.0009152139064616796
416,0.02381131037632789
422,0.0077959223376465984
426,0.0029199253049121297
427,0.00027929750539446843
429,0.0004323866911315245
431,0.008953211824795398
432,0.003855639299613939
433,0.007506098468359464
434,0.009077494202285388
436,0.008726084572156057
437,0.02196560823210291
439,0.0006707452058619203
442,0.007527674200753345
443,0.0006354893443285449
444,0.006612218589637547
448,0.0004584297992934566
451,0.011867145761521987
453,0.0008135020316677611
458,0.0011460679432751951
459,0.019600408392813597
460,0.0024668528766356255
462,0.0018882326242631677
464,0.002920100407056756
466,0.0030260018154865845
467,0.0012315548364304285
471,0.004248425646693117
476,0.0355444057880414
477,0.0057154679723286535
480,0.0034033014879446995
481,0.0033952843954168878
482,0.016023044657298854
489,0.0003365104146006501
490,0.0011467816081326898
493,0.0004646005483408697
498,0.024358836412875166
500,0.0006277849598448891
501,0.0006004294205666947
509,0.0003529189010969768
510,0.0018337174745800037
511,0.0014067354114247902
512,0.00045119760188345483
513,0.0010458585415265022
514,0.001065702095963437
520,0.007167996862768996
522,0.0003154268825869021
524,0.0013084018948225828
527,0.003671227114752852
537,0.0006615064508751543
540,0.07476619239977027
542,0.0022793399599680348
544,0.0004377711100771565
547,0.0052251611379748614
550,0.0006359362685007794
551,0.0004054193937371572
552,0.001886895131012002
553,0.001818501090361004
556,0.0011173262729289324
559,0.0013862112801482842
562,0.0008950410714030458
565,0.00037775395568532665
568,0.0009071133332762854
573,0.0007806463784876435
574,0.00176084857053585
578,0.0008841371492129957
580,0.009919731628178236
581,0.0054432341987000945
582,0.004503526120399905
583,0.002076513441672762
585,0.0028865029960668132
586,0.0009900254367355634
587,0.004607526760028744
588,0.0010416600158722742
593,0.0007602546687651261
595,0.013429803355714762
597,0.0006531840317524872
600,0.001270270115460537
602,0.0034668034541966205
604,0.0012724710709338621
605,0.0011306270691580468
606,0.00041003830176349277
608,0.0007833368285922674
610,0.01595172644651585
611,0.0005810560057551912
614,0.0027052766182272432
616,0.005731932823828098
619,0.0007340783952679364
622,0.004249381583364089
624,0.05560273776634514
625,0.0026158027969906458
627,0.003014020127022834
629,0.011178951650565153
630,0.0010312875897786106
631,0.00158049959324527
632,0.1587454518777692
633,0.12636485829023597
636,0.001362441275938023
637,0.0012646077134564663
645,0.006060560201990212
652,0.0019403826727168597
653,0.0024169322390559687
655,0.0013903288419688474
658,0.0005828348383008384
663,0.0009638388472304363
668,0.003957259576331122
669,0.001861013499049281
670,0.023680924343954062
674,0.0006983764630508888
675,0.0010065096908766836
676,0.1080224113893383
679,0.0011947675535123525
685,0.0018454013383655478
688,0.0038084932280735085
690,0.002609752614000902
691,0.002106158625562328
692,0.0003935711905904626
696,0.005073011073499226
697,0.0008586623084159442
700,0.000856276995143888
702,0.0043045653503204166
703,0.007469741157274503
707,0.001005505580085617
709,0.0008476946284098289
713,0.0013197611972540243
716,0.0024857298870293344
717,0.007325722851627536
720,0.001704123897833971
725,0.0030250987952333023
726,0.00144044992745089
727,0.006746861937197266
728,0.0005836230439788402
729,0.004107855839078495
730,0.0019777585167669734
734,0.0013870070251812503
737,0.00043382099000598866
738,0.001592131484692963
739,0.0005882334771380836
744,0.0007211812496524239
745,0.005374790196712802
747,0.0009769133611301818
749,0.0006926399639211321
752,0.0008452092652763902
753,0.00623538175074481
755,0.0012020594650079723
756,0.0008952180329642098
757,0.0006097568493591118
758,0.0004618519613178759
761,0.00044080623140312905
763,0.006193567552472836
766,0.02364883441906949
768,0.0008538016355362847
770,0.0029653720126990328
772,0.001672502567875934
781,0.01521025853165845
783,0.00039941942689503184
786,0.0011306096542787495
788,0.000588841852023668
790,0.06260006369830204
791,0.005370057150855313
793,0.0011251296578909651
797,0.0006093722041966311
798,0.12565882483388546
801,0.0003577707117613652
802,0.0010158402151321676
804,0.00031784151830498175
805,0.006733707229503061
807,0.008872636006814833
808,0.0008551995056058324
811,0.004624011979943013
818,0.0008795681963391528
822,0.0003368297939772058
827,0.001388614569049344
828,0.003098905005058628
834,0.001179168134366033
837,0.002613119548432836
839,0.0006356326279700888
844,0.0022186029529165864
845,0.0027571229725814033
849,0.0007760430125784765
864,0.0009477293935418337
