id,redemption_status
3,0.15729328825387487
4,0.008852645657814273
5,0.05633694514480791
8,0.0014215386188617429
10,0.0011993015351005588
12,0.004027728431718012
13,0.010812595915374345
16,0.011483605520495292
18,0.0038667966026438654
31,0.01548699797961272
36,0.008217922115135305
37,0.000640133314082913
38,0.00713817294011242
40,0.0012649464332516508
41,0.0004843618184294204
44,0.028610139351444987
47,0.029467932161091445
49,0.005904377241370585
50,0.0015650387757804533
53,0.0025511808995093426
57,0.0026282746443907134
59,0.0030457020017608154
60,0.006178796012551759
64,0.0006391588628852862
67,0.0006841433821207257
68,0.0007264125387000714
70,0.01264944877747108
73,0.007509805775426576
76,0.00039959041985904387
78,0.002081424803860972
81,0.024789837793557014
87,0.0009728170310241972
89,0.0010677945176847043
94,0.0015231274358828556
96,0.014827198627504205
98,0.02167729990248617
100,0.0024305097776345006
105,0.012022823082995687
108,0.006431595833209849
109,0.0011285195662489986
111,0.0006505636533116009
112,0.016924778815534232
114,0.009985772687811747
116,0.0051077896066806655
119,0.025053984797217033
120,0.0014452462758080672
126,0.0015093607853283537
127,0.000980865292497421
128,0.0005259982139909316
132,0.000557015844597804
133,0.0005796949001623802
138,0.0008280630685876502
140,0.01924269071245903
143,0.009931305654594718
145,0.01368753819694979
147,0.006648958805144466
148,0.00046105327906465
149,0.046014257714166035
150,0.00861145232170789
153,0.0011789814907427856
157,0.0015788843935839294
162,0.0017637195356232792
163,0.00016615995195924985
166,0.0005542404237319712
168,0.006523363405635115
173,0.012786289353017536
174,0.0014577933416371383
175,0.002756144308893268
177,0.012625835935556558
178,0.002130681552677271
185,0.001916022736373997
189,0.013061994647768988
190,0.000528842413106507
191,0.0002324151446814943
199,0.36914511115024373
201,0.018263725532792482
203,0.0013064459199327492
204,0.035424903851136225
210,0.006750020359893099
211,0.00026460126820416504
212,0.0042927523403061794
216,0.0008940130115549963
223,0.03839050870783968
226,0.055674402016007686
227,0.09007884867866865
229,0.031914041201901604
232,0.00018922149956820264
234,0.0011944815432699677
235,0.0002299088360115856
236,0.0294862032747606
237,0.0035842388786491647
244,0.0006580951520278956
