id,redemption_status
3,0.19494808990169765
4,0.006927678507109818
5,0.06300493040690452
8,0.001622665924107646
10,0.0010139873777328477
12,0.003526421484172393
13,0.010939137918461243
16,0.010868619642348061
18,0.003193202744342938
31,0.013314433242631103
36,0.005159756474853867
37,0.00038692981055582336
38,0.006096893314711297
40,0.0011024899415715671
41,0.00026570216233459876
44,0.021539089962136507
47,0.03128870313619427
49,0.004495512602771415
50,0.0011982863717127628
53,0.002356575225163463
57,0.0016457277729362728
59,0.002191599248154019
60,0.004204354884915137
64,0.00042206412961936276
67,0.0005994773568811576
68,0.0005279681969833137
70,0.008473194247489454
73,0.005347481733272501
76,0.00023327372618796045
78,0.0013140311301261447
81,0.025235857940832912
87,0.0005024720664591766
89,0.000663534387092261
94,0.0007943167823962931
96,0.01180054737762708
98,0.020976257278931987
100,0.0015314154008224993
105,0.00951309907427161
108,0.005365026280612516
109,0.0008752515884455723
111,0.0005490308155746135
112,0.019020293096912853
114,0.010614307811485337
116,0.003989538797948103
119,0.01832035731833787
120,0.0008649525494207651
126,0.001640620990426942
127,0.0008026491277032439
128,0.00028734028805419613
132,0.00031600984934406623
133,0.00046303924784662825
138,0.0004643772329192365
140,0.016857597349362263
143,0.00649673917392901
145,0.012864014094187824
147,0.006301865605459072
148,0.00021566671527084656
149,0.045924248325469166
150,0.005194938093836655
153,0.0006948443925765855
157,0.0016857009200319376
162,0.0009804943255285936
163,8.786645436128273e-05
166,0.00037990552263949547
168,0.006174167016163978
173,0.014209621355358918
174,0.001039324346366942
175,0.001743943147898846
177,0.014790538170165306
178,0.001537312817767201
185,0.0011944703892675232
189,0.013195984366646301
190,0.0003480934877893112
191,9.392751411926043e-05
199,0.3423387503089826
201,0.02507939142789946
203,0.0010194258889779733
204,0.03686608450944931
210,0.007802115443413365
211,0.0001169727076764586
212,0.0027129726853848688
216,0.0008222575301463307
223,0.027171984704854428
226,0.054350140080805166
227,0.0832308807658399
229,0.03998582255723349
232,0.00010431442411680891
234,0.0007755074936396187
235,0.00013951633393423086
236,0.026267423329247815
237,0.003793300189221727
244,0.0004040229488459827
245,0.0024345113988601874
246,0.016532594081071623
248,0.000636413321508256
249,0.04148988687229224
251,0.009110760900206938
252,0.002256521310858845
253,0.006620349362290004
256,0.000743015554403964
257,0.001310392213716925
258,0.0010886624471082925
263,0.005467528770930734
268,0.009326271841277545
271,0.0004047546395025335
272,0.01138711813664783
274,0.003739104148563671
276,0.0010492584243610428
278,0.0002907992047835495
280,0.0058798569441760925
281,0.0009943625841237155
285,0.0022874108643344557
288,0.002749126928651294
289,0.007375462249131481
294,0.000189258265849231
296,0.10415003431053807
297,0.000719336943323036
300,0.00018134275466502245
302,0.016630605602867464
303,0.0022035925512292106
310,0.0007206507870265046
311,0.006295266793842853
312,0.00011424391680559703
314,0.0010188929968363014
315,0.0035285430611627496
319,0.0016117516055709164
323,0.0012068160066685792
324,0.08930862757397683
327,0.014829893474423844
333,0.0005853282894239999
334,0.0001423038803377646
338,0.0009056794865375669
339,0.003025371861145037
340,0.002938515932881044
341,0.004732522518056344
344,0.010231174053613474
348,0.009039841298545948
349,0.027588528200559036
350,0.008495418929134954
354,0.016950529725878155
358,0.0009209121571088013
364,0.0008365651869344521
373,0.00027956900528910565
375,0.026242177913850105
376,0.009985429881872756
377,0.007856574910302372
379,0.00011553933283279708
381,0.003532474711277827
382,0.009943217971189905
388,0.00023455633046120302
390,0.020308048870946775
394,0.00026594422829404095
396,0.003215291648037359
399,0.019963128665590323
402,0.00015166066819080439
405,0.0014261891026665875
408,0.0007675702162757551
409,0.008789703190156824
414,0.0002246511709084279
415,0.0004201238301610712
